NO,TRS_TYPE,NOCUST,NAMAOUTLET,ALAMATOUTLET,KOTA,CABANG,KODE_SEKTORAL,NO_INVC,TGL_INVC,KODEBARANG,NAMABARANG,KEMASAN,QTYSALES,QTYBONUS,VALUEHNA,SPEC_DISC,DISC_DBM,SALES_DISC,CASH1_DISC,VALUE_NET_SALES,EXP_DATE,BATCH_NUM,Month,NAMASALESMAN
491,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22019293,29/08/2022,CCM002,CHAMPS EMULSION (BTL/350ML),BTL,12,0,612000,8,0,0,0,563040,45200,2205005,8,FRANS (ALL SEKTOR)
492,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22019293,29/08/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,24,0,876000,20,0,0,0,700800,45474,2108052,8,FRANS (ALL SEKTOR)
493,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22019293,29/08/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,24,0,2256000,8,0,0,0,2075520,45474,2108157,8,FRANS (ALL SEKTOR)
494,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22019293,29/08/2022,CCM015,NATURALLE KACIP FATIMAH PLUS (BTL/60),BTL,5,0,400000,10,0,0,0,360000,45261,2101298,8,FRANS (ALL SEKTOR)
495,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22019293,29/08/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,24,0,2256000,7,0,0,0,2098080,45658,2202163,8,FRANS (ALL SEKTOR)
496,SALES,1409362,RAYA IV.Ap,JL. RUMAH POTONG HEWAN NO. 121 B,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019294,29/08/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,12,0,336000,20,0,0,0,268800,45444,2107236,8,FITRI HANDAYANI (TSE DUO MEDAN
497,SALES,1400514,TANJUNG SARI.Ap,JL SETIA BUDI NO.16,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019438,31/08/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,1,0,94000,0,0,0,0,94000,45658,2202163,8,FITRI HANDAYANI (TSE DUO MEDAN
498,SALES,14001126,GAMMA. AP,JL SETIA BUDI NO. 157. LINGKUNGAN VIII,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019444,31/08/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45200,2205002,8,FITRI HANDAYANI (TSE DUO MEDAN
499,SALES,14001126,GAMMA. AP,JL SETIA BUDI NO. 157. LINGKUNGAN VIII,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019444,31/08/2022,CCM002,CHAMPS EMULSION (BTL/350ML),BTL,4,0,204000,3,0,0,0,197880,45200,2205005,8,FITRI HANDAYANI (TSE DUO MEDAN
500,SALES,14001126,GAMMA. AP,JL SETIA BUDI NO. 157. LINGKUNGAN VIII,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019444,31/08/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,1,0,184000,15,0,0,0,156400,45444,2107161,8,FITRI HANDAYANI (TSE DUO MEDAN
501,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019545,31/08/2022,CCM009,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),BTL,12,0,1344000,30,0,0,0,940800,45627,2201091,8,IRPAN GUNAWAN (AP & RS)
502,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019545,31/08/2022,CCM011,NATURALLE GARLIC OIL 3000MG (BTL/100S),BTL,12,0,1140000,30,0,0,0,798000,45139,2009092,8,IRPAN GUNAWAN (AP & RS)
503,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22019556,31/08/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,36,0,3384000,7,0,0,0,3147120,45658,2202163,8,FRANS (ALL SEKTOR)
504,SALES,14001126,GAMMA. AP,JL SETIA BUDI NO. 157. LINGKUNGAN VIII,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019654,31/08/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,2,0,188000,0,0,0,0,188000,45474,2108157,8,FITRI HANDAYANI (TSE DUO MEDAN
505,SALES,1411372,MEGAH TETAP SAKTI.PT,JL. DUYUNG NO. 84 C D MEDAN AREA,MEDAN,DBM Medan,APBF,MDA-SPJ-22019662,31/08/2022,CCM002,CHAMPS EMULSION (BTL/350ML),BTL,24,0,1224000,12,0,0,0,1077120,45200,2205005,8,FITRI HANDAYANI (TSE DUO MEDAN
506,SALES,1411372,MEGAH TETAP SAKTI.PT,JL. DUYUNG NO. 84 C D MEDAN AREA,MEDAN,DBM Medan,APBF,MDA-SPJ-22019662,31/08/2022,CCM014,NATURALLE TONGKAT ALI PLUS (BTL/60),BTL,6,0,666000,14,0,0,0,572760,45261,2101299,8,FITRI HANDAYANI (TSE DUO MEDAN
507,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019667,31/08/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,24,0,888000,8,0,0,0,816960,45200,2205002,8,IRPAN GUNAWAN (AP & RS)
508,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019667,31/08/2022,CCM002,CHAMPS EMULSION (BTL/350ML),BTL,24,0,1224000,8,0,0,0,1126080,45200,2205005,8,IRPAN GUNAWAN (AP & RS)
509,SALES,1407917,RAYA III.Ap,JL. KELAMBIR LIMA NO. 150 TJ. GUSTA,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019685,31/08/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45200,2205002,8,FITRI HANDAYANI (TSE DUO MEDAN
510,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019689,31/08/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,24,0,876000,20,0,0,0,700800,45474,2108052,8,IRPAN GUNAWAN (AP & RS)
511,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019689,31/08/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,24,0,672000,20,0,0,0,537600,45444,2107236,8,IRPAN GUNAWAN (AP & RS)
512,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019689,31/08/2022,CCM007,NATURALLE BETA CAROTENE 6MG (BTL/30S),BTL,24,0,1488000,30,0,0,0,1041600,45413,2106375,8,IRPAN GUNAWAN (AP & RS)
513,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019689,31/08/2022,CCM009,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),BTL,24,0,2688000,30,0,0,0,1881600,45627,2201091,8,IRPAN GUNAWAN (AP & RS)
514,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019696,31/08/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,48,0,1776000,8,0,0,0,1633920,45200,2205002,8,FRANS (ALL SEKTOR)
515,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019696,31/08/2022,CCM002,CHAMPS EMULSION (BTL/350ML),BTL,24,0,1224000,8,0,0,0,1126080,45200,2205005,8,FRANS (ALL SEKTOR)
516,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019696,31/08/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,12,0,438000,20,0,0,0,350400,45474,2108052,8,FRANS (ALL SEKTOR)
517,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019696,31/08/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,72,0,2016000,20,0,0,0,1612800,45444,2107236,8,FRANS (ALL SEKTOR)
518,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019696,31/08/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,36,0,3384000,8,0,0,0,3113280,45474,2108157,8,FRANS (ALL SEKTOR)
519,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019696,31/08/2022,CCM007,NATURALLE BETA CAROTENE 6MG (BTL/30S),BTL,36,0,2232000,30,0,0,0,1562400,45413,2106375,8,FRANS (ALL SEKTOR)
520,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019696,31/08/2022,CCM008,NATURALLE VIT E 250IU (BTL/30S),BTL,36,0,2952000,30,0,0,0,2066400,45413,2106370,8,FRANS (ALL SEKTOR)
521,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019696,31/08/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,12,0,2208000,27.5,0,0,0,1600800,45444,2107161,8,FRANS (ALL SEKTOR)
522,SALES,1403215,SINAR RAYA.Ap,JL. KAPTEN MUSLIM NO. 234-C,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019717,31/08/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,24,0,888000,8,0,0,0,816960,45200,2205002,8,FITRI HANDAYANI (TSE DUO MEDAN
523,SALES,14000282,SERASI.Ap,JL. SM RAJA KM. 4.5 NO. 359  MEDAN AMPLAS,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019728,31/08/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45200,2205002,8,FITRI HANDAYANI (TSE DUO MEDAN
524,SALES,1400099,AGUNG.TO,JL BRIGJEND KATAMSO NO 156-A,MEDAN,DBM Medan,ATOB,MDA-SPJ-22019730,31/08/2022,CCM008,NATURALLE VIT E 250IU (BTL/30S),BTL,36,0,2981520,30,0,0,0,2087064,45413,2106370,8,FITRI HANDAYANI (TSE DUO MEDAN
525,SALES,1400099,AGUNG.TO,JL BRIGJEND KATAMSO NO 156-A,MEDAN,DBM Medan,ATOB,MDA-SPJ-22019730,31/08/2022,CCM014,NATURALLE TONGKAT ALI PLUS (BTL/60),BTL,14,0,1569540,20,0,0,0,1255632,45261,2101299,8,FITRI HANDAYANI (TSE DUO MEDAN
526,SALES,1400099,AGUNG.TO,JL BRIGJEND KATAMSO NO 156-A,MEDAN,DBM Medan,ATOB,MDA-SPJ-22019733,31/08/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,36,0,6690240,27.5,0,0,0,4850424,45444,2107161,8,FITRI HANDAYANI (TSE DUO MEDAN
527,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019740,31/08/2022,CCM015,NATURALLE KACIP FATIMAH PLUS (BTL/60),BTL,4,0,320000,10,0,0,0,288000,45261,2101298,8,IRPAN GUNAWAN (AP & RS)
528,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019741,31/08/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,48,0,1344000,20,0,0,0,1075200,45444,2107236,8,FRANS (ALL SEKTOR)
529,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019741,31/08/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,72,0,6768000,8,0,0,0,6226560,45474,2108157,8,FRANS (ALL SEKTOR)
530,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019741,31/08/2022,CCM007,NATURALLE BETA CAROTENE 6MG (BTL/30S),BTL,24,0,1488000,30,0,0,0,1041600,45413,2106375,8,FRANS (ALL SEKTOR)
531,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019742,31/08/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,72,0,6768000,7,0,0,0,6294240,45658,2202163,8,FRANS (ALL SEKTOR)
1,SALES,14000721,SERASI. KLINIK PRATAMA,JL PANTAI TIMUR NO 46 CINTA DAMAI,MEDAN,DBM Medan,AKLN,MDA-SPJ-22019781,01/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,1,0,37000,0,0,0,0,37000,45200,2205002,9,FITRI HANDAYANI (TSE DUO MEDAN
2,SALES,14000721,SERASI. KLINIK PRATAMA,JL PANTAI TIMUR NO 46 CINTA DAMAI,MEDAN,DBM Medan,AKLN,MDA-SPJ-22019781,01/09/2022,CCM002,CHAMPS EMULSION (BTL/350ML),BTL,1,0,51000,0,0,0,0,51000,45200,2205005,9,FITRI HANDAYANI (TSE DUO MEDAN
3,SALES,1401292,SAUDARA BARU.Ap,JL. K.F. TANDEAN NO.10 LK I,TEBING TINGGI,DBM Medan,AAPR,MDA-SPJ-22019844,02/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,24,0,888000,8,0,0,0,816960,45200,2205002,9,BUDIONO (ALL SEKTOR)
4,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22019896,03/09/2022,CCM009,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),BTL,24,0,2688000,30,0,0,0,1881600,45627,2201091,9,FRANS (ALL SEKTOR)
5,SALES,14000925,BONA 1. AP,JL.JAMIN GINTING NO.128,0,DBM Medan,AAPR,MDA-SPJ-22019898,03/09/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,6,0,168000,10,0,0,0,151200,45444,2107236,9,IRPAN GUNAWAN (AP & RS)
6,SALES,14000925,BONA 1. AP,JL.JAMIN GINTING NO.128,0,DBM Medan,AAPR,MDA-SPJ-22019898,03/09/2022,CCM007,NATURALLE BETA CAROTENE 6MG (BTL/30S),BTL,1,0,62000,15,0,0,0,52700,45413,2106375,9,IRPAN GUNAWAN (AP & RS)
7,SALES,1409500,INDAH.Ap,JL. BAHAGIA BY PASS NO. 43 B,MEDAN,DBM Medan,AAPR,MDA-SPJ-22019901,03/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45200,2205002,9,HERIADI (AP & RS)
8,RETUR,1404588,BERSAMA.TO,JL. BRIG.KATAMSO NO.60 (KOMP. AGUNG PERMAI),MEDAN,DBM Medan,ATOB,MDA-RPJ-22003261,05/09/2022,CCM014,NATURALLE TONGKAT ALI PLUS (BTL/60),BTL,-3,0,-336330,0,0,11,0,-299333.7,44621,1903340,9,FITRI HANDAYANI (TSE DUO MEDAN
9,RETUR,1410007,PT. MENARA ANUGERAH SENTOSA,JL. RS. HAJI KOMP. MUTIARA RESIDENCE  BLOK R NO. 1,KAB. DELI SERDANG SUMATERA UTARA,DBM Medan,APBF,MDA-RPJ-22003288,06/09/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,-2,0,-368000,0,0,0,0,-368000,44927,2001045,9,SISWANI PARAPAT (AP.RS))
10,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020043,06/09/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,12,0,336000,20,0,0,0,268800,45444,2107236,9,IRPAN GUNAWAN (AP & RS)
11,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020043,06/09/2022,CCM007,NATURALLE BETA CAROTENE 6MG (BTL/30S),BTL,12,0,744000,30,0,0,0,520800,45413,2106375,9,IRPAN GUNAWAN (AP & RS)
12,SALES,1410115,ARDUMAS.Bidan,JL. TANJUNG ANOM (TO. NIKO),DELI SERDANG,DBM Medan,ARSB,MDA-SPJ-22020051,06/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,12,0,448440,8,0,0,0,412564.8,45200,2205002,9,LISNAWATI (GT)
13,SALES,1405503,HUSADA.Ap,JL IRIAN NO.,TANJUNG MORAWA,DBM Medan,AAPR,MDA-SPJ-22020060,06/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,149480,3,0,0,0,144995.6,45200,2205002,9,HERIADI (AP & RS)
14,SALES,1408993,DEARMA.Ap,JL.SUTOMO NO.44 SARIBU DOLOK,SIMALUNGUN,DBM Medan,AAPR,MDA-SPJ-22020109,07/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,7,0,259000,5,0,0,0,246050,45200,2205002,9,BUDIONO (ALL SEKTOR)
15,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020128,07/09/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,24,0,4416000,27.5,0,0,0,3201600,45444,2107161,9,IRPAN GUNAWAN (AP & RS)
16,SALES,1409340,SETIA FARMA.Ap,JL. JAMIN GINTING NO. 80,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020228,08/09/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,1,0,184000,15,0,0,0,156400,45444,2107161,9,IRPAN GUNAWAN (AP & RS)
17,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020244,08/09/2022,CCM009,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),BTL,12,0,1344000,30,0,0,0,940800,45627,2201091,9,IRPAN GUNAWAN (AP & RS)
18,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020244,08/09/2022,CCM011,NATURALLE GARLIC OIL 3000MG (BTL/100S),BTL,12,0,1140000,30,0,0,0,798000,45139,2009092,9,IRPAN GUNAWAN (AP & RS)
19,SALES,14000717,JASANTA.AP,JL.JAMIN GINTING NO.197 LK XII,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020393,10/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,2,0,74000,0,0,0,1,73260,45200,2205002,9,IRPAN GUNAWAN (AP & RS)
20,SALES,14000717,JASANTA.AP,JL.JAMIN GINTING NO.197 LK XII,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020393,10/09/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,1,0,94000,0,0,0,1,93060,45474,2108157,9,IRPAN GUNAWAN (AP & RS)
21,SALES,1407969,BIDARA.Ap,JL. KARYA NO.120 KEL SEI AGUL,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020406,10/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45200,2205002,9,FRANS (ALL SEKTOR)
22,SALES,14001191,KARYAWAN  ERICA,JL. GATOT SUBROTO NO 248,MEDAN,DBM Medan,BPRK,MDA-SPJ-22020428,10/09/2022,CCM002,CHAMPS EMULSION (BTL/350ML),BTL,1,0,51000,0,0,0,0,51000,45200,2205005,9,KREDIT KANTOR
23,SALES,14000640,AMANAH KLINIK PRATAMA,JL AMPERA DSN IV DESA BINTANG MERIAH,0,DBM Medan,AKLN,MDA-SPJ-22020493,12/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,6,0,222000,3,0,0,0,215340,45200,2205002,9,LISNAWATI (GT)
24,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020520,12/09/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,12,0,2208000,27.5,0,0,0,1600800,45444,2107161,9,IRPAN GUNAWAN (AP & RS)
25,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020520,12/09/2022,CCM015,NATURALLE KACIP FATIMAH PLUS (BTL/60),BTL,12,0,960000,20,0,0,0,768000,45261,2101298,9,IRPAN GUNAWAN (AP & RS)
26,SALES,14000945,GUNA FARMA. AP,JL.KAPTEIN PURBA NO.2,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020547,12/09/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,2,0,188000,0,0,0,0,188000,45474,2108157,9,IRPAN GUNAWAN (AP & RS)
27,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020602,13/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,24,0,888000,8,0,0,0,816960,45200,2205002,9,IRPAN GUNAWAN (AP & RS)
28,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020602,13/09/2022,CCM002,CHAMPS EMULSION (BTL/350ML),BTL,24,0,1224000,8,0,0,0,1126080,45200,2205005,9,IRPAN GUNAWAN (AP & RS)
29,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020602,13/09/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,24,0,876000,20,0,0,0,700800,45474,2108052,9,IRPAN GUNAWAN (AP & RS)
30,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020602,13/09/2022,CCM008,NATURALLE VIT E 250IU (BTL/30S),BTL,12,0,984000,30,0,0,0,688800,45413,2106370,9,IRPAN GUNAWAN (AP & RS)
31,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020602,13/09/2022,CCM011,NATURALLE GARLIC OIL 3000MG (BTL/100S),BTL,12,0,1140000,30,0,0,0,798000,45139,2009092,9,IRPAN GUNAWAN (AP & RS)
32,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22020602,13/09/2022,CCM014,NATURALLE TONGKAT ALI PLUS (BTL/60),BTL,4,0,444000,10,0,0,0,399600,45261,2101299,9,IRPAN GUNAWAN (AP & RS)
33,SALES,14000964,BINTANG FARMA. CV,JL. HOS COKROMINOTO NO. 55,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22020620,13/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,48,0,1776000,8,0,0,0,1633920,45200,2205002,9,HERIADI (AP & RS)
34,SALES,14000964,BINTANG FARMA. CV,JL. HOS COKROMINOTO NO. 55,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22020620,13/09/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,24,0,2256000,8,0,0,0,2075520,45474,2108157,9,HERIADI (AP & RS)
35,SALES,14000964,BINTANG FARMA. CV,JL. HOS COKROMINOTO NO. 55,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22020620,13/09/2022,CCM007,NATURALLE BETA CAROTENE 6MG (BTL/30S),BTL,24,0,1488000,30,0,0,0,1041600,45413,2106375,9,HERIADI (AP & RS)
36,SALES,14000964,BINTANG FARMA. CV,JL. HOS COKROMINOTO NO. 55,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22020620,13/09/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,1,0,94000,7,0,0,0,87420,45413,2106335,9,HERIADI (AP & RS)
37,SALES,14000964,BINTANG FARMA. CV,JL. HOS COKROMINOTO NO. 55,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22020620,13/09/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,23,0,2162000,7,0,0,0,2010660,45658,2202163,9,HERIADI (AP & RS)
38,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22020746,14/09/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,24,0,888000,8,0,0,0,816960,45200,2205002,9,FRANS (ALL SEKTOR)
39,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22020746,14/09/2022,CCM002,CHAMPS EMULSION (BTL/350ML),BTL,20,0,1020000,8,0,0,0,938400,45200,2205005,9,FRANS (ALL SEKTOR)
40,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22020746,14/09/2022,CCM007,NATURALLE BETA CAROTENE 6MG (BTL/30S),BTL,20,0,1240000,30,0,0,0,868000,45413,2106375,9,FRANS (ALL SEKTOR)
41,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22020746,14/09/2022,CCM008,NATURALLE VIT E 250IU (BTL/30S),BTL,24,0,1968000,30,0,0,0,1377600,45413,2106370,9,FRANS (ALL SEKTOR)
42,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22020746,14/09/2022,CCM009,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),BTL,12,0,1344000,30,0,0,0,940800,45627,2201091,9,FRANS (ALL SEKTOR)
43,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22020746,14/09/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,24,0,4416000,27.5,0,0,0,3201600,45444,2107161,9,FRANS (ALL SEKTOR)
